county_name,bush_perc,clinton_perc,state,clinton_win
New Madrid,29.33,58.91,MO,TRUE
Newton,47.64,32.4,MO,FALSE
Nodaway,33.52,39.66,MO,TRUE
Oregon,33.1,53.31,MO,TRUE
Osage,45.84,30.63,MO,FALSE
Ozark,41.49,37.02,MO,FALSE
Pemiscot,31.93,57.98,MO,TRUE
Perry,44.19,34.82,MO,FALSE
Pettis,41.43,32.26,MO,FALSE
Phelps,36.08,40.93,MO,TRUE
Pike,30.74,49.2,MO,TRUE
Platte,31.82,37.04,MO,TRUE
Polk,39.94,38.22,MO,FALSE
Pulaski,37.98,41.18,MO,TRUE
Putnam,45.67,33.48,MO,FALSE
Ralls,30.71,49.12,MO,TRUE
Randolph,29.63,48.49,MO,TRUE
Ray,26.64,46.33,MO,TRUE
Reynolds,23.34,60.57,MO,TRUE
Ripley,37.33,47.33,MO,TRUE
St. Charles,36.29,34.97,MO,FALSE
St. Clair,33.72,42.62,MO,TRUE
St. Francois,31.08,49.44,MO,TRUE
St. Louis,35.21,44.09,MO,TRUE
St. Louis City,17.26,69.44,MO,TRUE
Ste. Genevieve,24.94,53.17,MO,TRUE
Saline,26.44,45.67,MO,TRUE
Schuyler,34.19,43.13,MO,TRUE
Scotland,32,42.9,MO,TRUE
Scott,37.95,45.14,MO,TRUE
Shannon,30.97,54.02,MO,TRUE
Shelby,34.44,42.28,MO,TRUE
Stoddard,37.44,46.47,MO,TRUE
Stone,43.88,35.41,MO,FALSE
Sullivan,38.59,43.95,MO,TRUE
Taney,46.05,35.46,MO,FALSE
Texas,34.7,45.97,MO,TRUE
Vernon,34.34,42.71,MO,TRUE
Warren,34.1,37.11,MO,TRUE
Washington,26.93,52.57,MO,TRUE
Wayne,34.91,51.05,MO,TRUE
Webster,40.99,38.99,MO,FALSE
Worth,34.18,42.39,MO,TRUE
Wright,44.6,36.62,MO,FALSE
Churchill,49.45,23.1,NV,FALSE
Clark,32.17,41.15,NV,TRUE
Douglas,40.82,25.94,NV,FALSE
Elko,43.67,23.33,NV,FALSE
Esmeralda,37.84,20.21,NV,FALSE
Eureka,47.83,18.7,NV,FALSE
Humboldt,42.72,22.99,NV,FALSE
Lander,44.43,21.23,NV,FALSE
Lincoln,47.93,27.52,NV,FALSE
Lyon,38.12,30.17,NV,FALSE
Mineral,34.76,34.42,NV,FALSE
Nye,34.19,31.92,NV,FALSE
Pershing,41.06,29.82,NV,FALSE
Storey,30.15,32.13,NV,TRUE
Washoe,37.18,34.45,NV,FALSE
White Pine,32.33,36.3,NV,TRUE
Carson City,38.83,32.1,NV,FALSE
Belknap,42.16,33.5,NH,FALSE
Carroll,40.16,33.44,NH,FALSE
Cheshire,34,46.33,NH,TRUE
Coös,33.35,41.5,NH,TRUE
Grafton,37.01,42.34,NH,TRUE
Hillsborough,39.04,37.04,NH,FALSE
Merrimack,37.59,41.54,NH,TRUE
Rockingham,38.25,35.8,NH,FALSE
Strafford,33.72,44.69,NH,TRUE
Sullivan,35.5,44.5,NH,TRUE
Atlantic,37.96,43.89,NJ,TRUE
Bergen,44.21,42.44,NJ,FALSE
Burlington,36.75,42.02,NJ,TRUE
Camden,31.87,49.75,NJ,TRUE
Cape May,44.01,35.46,NJ,FALSE
Cumberland,36.94,42.64,NJ,TRUE
Essex,32.2,57.12,NJ,TRUE
Gloucester,35.69,40.55,NJ,TRUE
Hudson,35.94,53.93,NJ,TRUE
Hunterdon,46.56,28.57,NJ,FALSE
Mercer,34.75,49.14,NJ,TRUE
Middlesex,38.1,45.16,NJ,TRUE
Monmouth,44.23,38.24,NJ,FALSE
Morris,51.82,32.31,NJ,FALSE
Ocean,44.39,34.88,NJ,FALSE
Passaic,43.15,42.47,NJ,FALSE
Salem,37.1,36.02,NJ,FALSE
Somerset,46.39,35.48,NJ,FALSE
Sussex,51.71,25.89,NJ,FALSE
Union,41.76,46.01,NJ,TRUE
Warren,44.5,31.33,NJ,FALSE
Albany,31.83,51.9,NY,TRUE
Allegany,47.95,25.9,NY,FALSE
Bronx,20.73,73.67,NY,TRUE
Broome,34.71,43.51,NY,TRUE
Cattaraugus,39.74,28.92,NY,FALSE
Cayuga,33.82,36.69,NY,TRUE
Chautauqua,33.8,36.07,NY,TRUE
Chemung,41.11,38.58,NY,FALSE
Chenango,37.24,36.8,NY,FALSE
Clinton,42.06,40.27,NY,FALSE
Columbia,39.81,39.12,NY,FALSE
Cortland,37.32,37.48,NY,TRUE
Delaware,43.01,34.84,NY,FALSE
Dutchess,40.5,36.12,NY,FALSE
Erie,28.67,43.46,NY,TRUE
Essex,43.63,35.4,NY,FALSE
Franklin,36.13,41.68,NY,TRUE
Fulton,40,36.77,NY,FALSE
Genesee,44.47,30.78,NY,FALSE
Greene,44.31,32.67,NY,FALSE
Hamilton,53.39,25.23,NY,FALSE
Herkimer,40.26,36.34,NY,FALSE
Jefferson,38.01,35.75,NY,FALSE
Kings,22.93,70.7,NY,TRUE
Lewis,37.17,33.32,NY,FALSE
Livingston,45.21,32.25,NY,FALSE
Madison,38.9,34.78,NY,FALSE
Monroe,39.38,41.57,NY,TRUE
Montgomery,37.55,40.56,NY,TRUE
Nassau,40.52,46.38,NY,TRUE
New York,15.89,78.27,NY,TRUE
Niagara,31.48,36.91,NY,TRUE
Oneida,40.43,37.81,NY,FALSE
Onondaga,36.13,42.18,NY,TRUE
Ontario,42.32,35.79,NY,FALSE
Orange,43.66,37.5,NY,FALSE
Orleans,44.57,29.41,NY,FALSE
Oswego,36.38,33.36,NY,FALSE
Otsego,38.12,39.36,NY,TRUE
Putnam,45.89,34.05,NY,FALSE
Queens,28.34,62.87,NY,TRUE
Rensselaer,38.8,39.95,NY,TRUE
Richmond,47.85,38.51,NY,FALSE
Rockland,40.72,46.59,NY,TRUE
St. Lawrence,32.85,43,NY,TRUE
Saratoga,41.1,36.76,NY,FALSE
Schenectady,35.55,43.77,NY,TRUE
Schoharie,40.14,35.32,NY,FALSE
Schuyler,39.35,34.87,NY,FALSE
Seneca,36.28,38.8,NY,TRUE
Steuben,47.72,29.08,NY,FALSE
Suffolk,40.4,38.88,NY,FALSE
Sullivan,36.02,43.36,NY,TRUE
Tioga,40.26,33.78,NY,FALSE
Tompkins,27.65,55.68,NY,TRUE
Ulster,36.16,40.69,NY,TRUE
Warren,42.62,34.14,NY,FALSE
Washington,41,33.53,NY,FALSE
Wayne,45.84,30.19,NY,FALSE
Westchester,40.12,48.65,NY,TRUE
Wyoming,44.73,24.7,NY,FALSE
Yates,43.26,32.12,NY,FALSE
Adams,43.89,37.16,OH,FALSE
Allen,53.48,29.1,OH,FALSE
Ashland,47.3,28.7,OH,FALSE
Ashtabula,30.8,43.79,OH,TRUE
Athens,27.85,52.04,OH,TRUE
Auglaize,51.49,24.43,OH,FALSE
Belmont,25.77,55.44,OH,TRUE
Brown,38.93,36.48,OH,FALSE
Butler,48.34,30.27,OH,FALSE
Carroll,33.89,37.96,OH,TRUE
Champaign,43.1,32,OH,FALSE
Clark,37.79,42.01,OH,TRUE
Clermont,49.99,27.37,OH,FALSE
Clinton,47.37,30.13,OH,FALSE
Columbiana,31.58,41.56,OH,TRUE
Coshocton,35.27,38.41,OH,TRUE
Crawford,41.36,30.48,OH,FALSE
Cuyahoga,29.24,52.72,OH,TRUE
Darke,45.44,28.72,OH,FALSE
Defiance,41.8,33.32,OH,FALSE
Delaware,49.43,25.12,OH,FALSE
Erie,34.77,40.56,OH,TRUE
Fairfield,47.5,28.06,OH,FALSE
Fayette,48.74,29.51,OH,FALSE
Franklin,41.89,39.72,OH,FALSE
Fulton,44.45,29.65,OH,FALSE
Gallia,42.04,38.94,OH,FALSE
Geauga,44.92,28.3,OH,FALSE
Greene,46.47,33.85,OH,FALSE
Guernsey,35.17,39.32,OH,TRUE
Hamilton,47.7,36.79,OH,FALSE
Hancock,52.63,24.85,OH,FALSE
Hardin,44.28,33.02,OH,FALSE
Harrison,29.24,48.93,OH,TRUE
Henry,46.38,29.44,OH,FALSE
Highland,46.06,31.92,OH,FALSE
Hocking,35.57,37.21,OH,TRUE
Holmes,56.08,21.74,OH,FALSE
Huron,38.74,32.41,OH,FALSE
Jackson,42.09,38.94,OH,FALSE
Jefferson,27.74,54.07,OH,TRUE
Knox,41.59,33.38,OH,FALSE
Lake,38.46,35.55,OH,FALSE
Lawrence,37.17,45.61,OH,TRUE
Licking,44.54,31.27,OH,FALSE
Logan,49.84,26.02,OH,FALSE
Lorain,31.03,42.97,OH,TRUE
Lucas,31.18,49.25,OH,TRUE
Madison,48.79,28.41,OH,FALSE
Mahoning,24.82,51.52,OH,TRUE
Marion,42.13,34.08,OH,FALSE
Medina,39.75,31.34,OH,FALSE
Meigs,38.07,41.08,OH,TRUE
Mercer,46.82,26.33,OH,FALSE
Miami,45.9,29.17,OH,FALSE
Monroe,24.02,55.79,OH,TRUE
Montgomery,40.02,41.27,OH,TRUE
Morgan,40.54,35.81,OH,FALSE
Morrow,40.72,30.54,OH,FALSE
Muskingum,40.81,33.61,OH,FALSE
Noble,37.79,37.41,OH,FALSE
Ottawa,34.26,41.06,OH,TRUE
Paulding,38.4,34.63,OH,FALSE
Perry,34.78,36.7,OH,TRUE
Pickaway,45.91,30.45,OH,FALSE
Pike,35.93,44.39,OH,TRUE
Portage,29.69,42.37,OH,TRUE
Preble,44.33,30.71,OH,FALSE
Putnam,54.92,23.3,OH,FALSE
Richland,41.5,34.58,OH,FALSE
Ross,39.84,38.46,OH,FALSE
Sandusky,39.21,35.96,OH,FALSE
Scioto,35.48,43.76,OH,TRUE
Seneca,37.33,35.49,OH,FALSE
Shelby,44.25,26.3,OH,FALSE
Stark,35.33,40.02,OH,TRUE
Summit,32.1,44.67,OH,TRUE
Trumbull,24.01,50.73,OH,TRUE
Tuscarawas,35.72,40.08,OH,TRUE
Union,52.91,23.45,OH,FALSE
Van Wert,50.83,26.88,OH,FALSE
Vinton,36.83,43.04,OH,TRUE
Warren,53.02,25.65,OH,FALSE
Washington,43.47,36.98,OH,FALSE
Wayne,43.71,33.24,OH,FALSE
Williams,43.6,27.84,OH,FALSE
Wood,38.68,39.01,OH,TRUE
Wyandot,42.24,29.02,OH,FALSE
Baker,38.01,31.81,OR,FALSE
Benton,30.46,47.37,OR,TRUE
Clackamas,34.76,39.03,OR,TRUE
Clatsop,27.86,45.8,OR,TRUE
Columbia,26.94,42.77,OR,TRUE
Coos,31.3,40.7,OR,TRUE
Crook,37.18,34.49,OR,FALSE
Curry,34.47,34.76,OR,TRUE
Deschutes,35.65,35.73,OR,TRUE
Douglas,41.45,30.83,OR,FALSE
Gilliam,36.32,36.03,OR,FALSE
Grant,37.53,28.47,OR,FALSE
Harney,40.04,28.86,OR,FALSE
Hood River,31.28,39.61,OR,TRUE
Jackson,37.23,37.8,OR,TRUE
Jefferson,33.22,36.59,OR,TRUE
Josephine,38.75,32.8,OR,FALSE
Klamath,44.61,29.77,OR,FALSE
Lake,47.11,26.8,OR,FALSE
Lane,27.52,48.78,OR,TRUE
Lincoln,26.43,44.41,OR,TRUE
Linn,36.35,34,OR,FALSE
Malheur,50.4,23.81,OR,FALSE
Marion,38.2,37.28,OR,FALSE
Morrow,34.17,33.79,OR,FALSE
Multnomah,24.25,55.34,OR,TRUE
Polk,39.36,37.29,OR,FALSE
Sherman,37.99,32.44,OR,FALSE
Tillamook,29.25,43.89,OR,TRUE
Umatilla,36.12,34.55,OR,FALSE
Union,36.44,34.43,OR,FALSE
Wallowa,40.01,29.53,OR,FALSE
Wasco,29.55,42.5,OR,TRUE
Washington,34.18,40.39,OR,TRUE
Wheeler,41.51,31.05,OR,FALSE
Yamhill,37.23,35.5,OR,FALSE
Adams,45.94,32.46,PA,FALSE
Allegheny,29.8,52.75,PA,TRUE
Armstrong,32.2,45.87,PA,TRUE
Beaver,25.94,54.5,PA,TRUE
Bedford,48.98,31.04,PA,FALSE
Berks,40.29,35.03,PA,FALSE
Blair,47.92,33.19,PA,FALSE
Bradford,45.17,30.51,PA,FALSE
Bucks,38.06,39.4,PA,TRUE
Butler,38.7,36.48,PA,FALSE
Cambria,31.3,51.75,PA,TRUE
Cameron,43.8,30.77,PA,FALSE
Carbon,33.44,41.89,PA,TRUE
Centre,39.98,41.34,PA,TRUE
Chester,43.73,35.25,PA,FALSE
Clarion,41.21,35.53,PA,FALSE
Clearfield,37.45,39.7,PA,TRUE
Clinton,35.57,42.94,PA,TRUE
Columbia,41.04,34.8,PA,FALSE
Crawford,40.75,37,PA,FALSE
Cumberland,51.37,31.49,PA,FALSE
Dauphin,45.98,37.4,PA,FALSE
Delaware,40.81,41.8,PA,TRUE
Elk,35.48,36.26,PA,TRUE
Erie,33.35,47.86,PA,TRUE
Fayette,23.8,56.77,PA,TRUE
Forest,37.36,41.51,PA,TRUE
Franklin,53.35,30.66,PA,FALSE
Fulton,50.93,31.61,PA,FALSE
Greene,23.01,55.75,PA,TRUE
Huntingdon,46.17,32.82,PA,FALSE
Indiana,32.92,45.61,PA,TRUE
Jefferson,41.05,33.87,PA,FALSE
Juniata,47.27,30.89,PA,FALSE
Lackawanna,35.22,47.44,PA,TRUE
Lancaster,55.22,27.63,PA,FALSE
Lawrence,30,50.55,PA,TRUE
Lebanon,50,28.71,PA,FALSE
Lehigh,37.12,40.68,PA,TRUE
Luzerne,38.76,44.53,PA,TRUE
Lycoming,47.57,30.84,PA,FALSE
McKean,42.47,32.51,PA,FALSE
Mercer,32.27,46.68,PA,TRUE
Mifflin,42.89,33.67,PA,FALSE
Monroe,38.82,35.91,PA,FALSE
Montgomery,39.46,42.87,PA,TRUE
Montour,46.58,32.35,PA,FALSE
Northampton,35.3,43.27,PA,TRUE
Northumberland,42.07,35.8,PA,FALSE
Perry,51.35,26.66,PA,FALSE
Philadelphia,20.9,68.16,PA,TRUE
Pike,44.73,32.21,PA,FALSE
Potter,49.01,26.86,PA,FALSE
Schuylkill,40.9,37.57,PA,FALSE
Snyder,55.05,23.44,PA,FALSE
Somerset,42.3,38.14,PA,FALSE
Sullivan,43.05,33.09,PA,FALSE
Susquehanna,44.02,32.13,PA,FALSE
Tioga,47.29,29.43,PA,FALSE
Union,51.87,29.54,PA,FALSE
Venango,39.64,38.18,PA,FALSE
Warren,35.74,37.84,PA,TRUE
Washington,26.05,54.7,PA,TRUE
Wayne,48.65,28.64,PA,FALSE
Westmoreland,30.63,45.2,PA,TRUE
Wyoming,47.4,29.11,PA,FALSE
York,44.79,34.35,PA,FALSE
Anderson,41.38,47.12,TN,TRUE
Bedford,33.59,52.34,TN,TRUE
Benton,26.58,63.72,TN,TRUE
Bledsoe,44.2,46.89,TN,TRUE
Blount,48.91,38.92,TN,FALSE
Bradley,55.66,33.3,TN,FALSE
Campbell,37.87,52.25,TN,TRUE
Cannon,28.38,59.87,TN,TRUE
Carroll,41.04,48.66,TN,TRUE
Carter,55.82,33.88,TN,FALSE
Cheatham,35.72,49.21,TN,TRUE
Chester,50.64,41.4,TN,FALSE
Claiborne,42.86,47.54,TN,TRUE
Clay,33.23,59.58,TN,TRUE
Cocke,52.98,34.95,TN,FALSE
Coffee,35.48,50.07,TN,TRUE
Crockett,40.69,49.6,TN,TRUE
Cumberland,45.06,40.48,TN,FALSE
Davidson,37.57,52.18,TN,TRUE
Decatur,35.76,56.49,TN,TRUE
DeKalb,25.5,65.19,TN,TRUE
Dickson,31.58,55.79,TN,TRUE
Dyer,44.33,45.71,TN,TRUE
Fayette,43.13,48.91,TN,TRUE
Fentress,41.52,47.4,TN,TRUE
Franklin,31.79,54.83,TN,TRUE
Gibson,39.06,52.12,TN,TRUE
Giles,28.9,57.26,TN,TRUE
Grainger,49.92,40.37,TN,FALSE
Greene,47.48,37.64,TN,FALSE
Grundy,22.89,68.33,TN,TRUE
Hamblen,49.84,39.85,TN,FALSE
Hamilton,46.47,40.64,TN,FALSE
Hancock,52.02,40.83,TN,FALSE
Hardeman,36.19,56.01,TN,TRUE
Hardin,45.1,45.65,TN,TRUE
Hawkins,47.64,40.67,TN,FALSE
Haywood,39.49,55.07,TN,TRUE
Henderson,52.29,38.81,TN,FALSE
Henry,30.27,56.2,TN,TRUE
Hickman,27.06,60.84,TN,TRUE
Houston,21.96,68.18,TN,TRUE
Humphreys,26.75,63.16,TN,TRUE
Jackson,16.63,75.34,TN,TRUE
Jefferson,50.02,38.34,TN,FALSE
Johnson,56.98,32.02,TN,FALSE
Knox,46.75,41.9,TN,FALSE
Lake,29.49,62.84,TN,TRUE
Lauderdale,36.79,55.94,TN,TRUE
Lawrence,40.45,49.16,TN,TRUE
Lewis,29.34,60,TN,TRUE
Lincoln,37.02,49.15,TN,TRUE
Loudon,47.7,40.07,TN,FALSE
Macon,40.15,51.71,TN,TRUE
Madison,47.66,43.69,TN,FALSE
Marion,32.4,55.51,TN,TRUE
Marshall,31.07,55.46,TN,TRUE
Maury,36.37,48.86,TN,TRUE
McMinn,46.61,41.79,TN,FALSE
McNairy,42.66,48.89,TN,TRUE
Meigs,38.89,48.02,TN,TRUE
Monroe,48.55,43.38,TN,FALSE
Montgomery,41.51,46.29,TN,TRUE
Moore,30.82,53.66,TN,TRUE
Morgan,37.29,51.58,TN,TRUE
Obion,37.41,50.51,TN,TRUE
Overton,24.91,67.49,TN,TRUE
Perry,24.25,64.71,TN,TRUE
Pickett,46.2,48.31,TN,TRUE
Polk,34.36,56.03,TN,TRUE
Putnam,37.23,50.54,TN,TRUE
Rhea,46.97,41.45,TN,FALSE
Roane,41.52,46.73,TN,TRUE
Robertson,33.41,53.86,TN,TRUE
Rutherford,40.04,44.73,TN,TRUE
Scott,46.91,42.54,TN,FALSE
Sequatchie,38.8,49.28,TN,TRUE
Sevier,55.08,31.6,TN,FALSE
Shelby,41.88,52.26,TN,TRUE
Smith,21.04,71.85,TN,TRUE
Stewart,24.2,64.28,TN,TRUE
Sullivan,50.55,36.74,TN,FALSE
Sumner,41.3,46.01,TN,TRUE
Tipton,49.26,41.2,TN,FALSE
Trousdale,21.21,69.29,TN,TRUE
Unicoi,51.87,36.84,TN,FALSE
Union,42.47,46.28,TN,TRUE
Van Buren,26.68,63.89,TN,TRUE
Warren,29.98,58.19,TN,TRUE
Washington,51.31,36.84,TN,FALSE
Wayne,56.11,35.47,TN,FALSE
Weakley,40.44,47.95,TN,TRUE
White,29.94,57.99,TN,TRUE
Williamson,54.77,32.47,TN,FALSE
Wilson,40.33,46.35,TN,TRUE
Addison,29.57,47.53,VT,TRUE
Bennington,32.36,44.89,VT,TRUE
Caledonia,34.99,37.88,VT,TRUE
Chittenden,27.23,50.36,VT,TRUE
Essex,34.65,36.45,VT,TRUE
Franklin,29.25,42.69,VT,TRUE
Grand Isle,29.95,42.73,VT,TRUE
Lamoille,28.95,43.97,VT,TRUE
Orange,31.69,43.06,VT,TRUE
Orleans,31.03,41.01,VT,TRUE
Rutland,35.2,41.19,VT,TRUE
Washington,32.12,45.85,VT,TRUE
Windham,27.16,53.31,VT,TRUE
Windsor,30.95,47.52,VT,TRUE
Adams,45.52,31.6,WA,FALSE
Asotin,31.92,42.64,WA,TRUE
Benton,43.5,31.29,WA,FALSE
Chelan,45.65,33.48,WA,FALSE
Clallam,34.06,37.74,WA,TRUE
Clark,34.64,40.03,WA,TRUE
Columbia,39.76,34.9,WA,FALSE
Cowlitz,28.96,43.59,WA,TRUE
Douglas,44.53,33.77,WA,FALSE
Ferry,30.23,37.66,WA,TRUE
Franklin,41.02,34.22,WA,FALSE
Garfield,46.93,35.81,WA,FALSE
Grant,43.35,33.2,WA,FALSE
Grays Harbor,25.35,46.26,WA,TRUE
Island,35.06,35.17,WA,TRUE
Jefferson,26.79,47.5,WA,TRUE
King,27.36,50.23,WA,TRUE
Kitsap,33.13,38.89,WA,TRUE
Kittitas,32.93,43.86,WA,TRUE
Klickitat,30.44,40.27,WA,TRUE
Lewis,45.33,28.75,WA,FALSE
Lincoln,43.59,33.48,WA,FALSE
Mason,29.43,41.15,WA,TRUE
Okanogan,32.72,38.48,WA,TRUE
Pacific,24.24,49.58,WA,TRUE
Pend Oreille,32.4,38.13,WA,TRUE
Pierce,32.1,42.4,WA,TRUE
San Juan,26.71,47.11,WA,TRUE
Skagit,32.87,39.13,WA,TRUE
Skamania,29.95,40.05,WA,TRUE
Snohomish,30.67,39.32,WA,TRUE
Spokane,35.47,41.11,WA,TRUE
Stevens,38.59,33.54,WA,FALSE
Thurston,30.32,45.28,WA,TRUE
Wahkiakum,27.17,38.75,WA,TRUE
Walla Walla,39.71,36.84,WA,FALSE
Whatcom,37.38,41.8,WA,TRUE
Whitman,36.78,43.69,WA,TRUE
Yakima,44.58,36.27,WA,FALSE
Adams,30.63,43.97,WI,TRUE
Ashland,28.26,50.2,WI,TRUE
Barron,32.49,39.86,WI,TRUE
Bayfield,29.5,47.74,WI,TRUE
Brown,41.24,36.53,WI,FALSE
Buffalo,29.19,43.11,WI,TRUE
Burnett,31.47,42.66,WI,TRUE
Calumet,40.98,30.98,WI,FALSE
Chippewa,32.56,41.57,WI,TRUE
Clark,33.44,37.22,WI,TRUE
Columbia,37.94,38.98,WI,TRUE
Crawford,30.59,45.31,WI,TRUE
Dane,29.49,54.6,WI,TRUE
Dodge,41.93,32.03,WI,FALSE
Door,39.69,34.37,WI,FALSE
Douglas,25.52,55.36,WI,TRUE
Dunn,29,43.72,WI,TRUE
Eau Claire,33.81,45.08,WI,TRUE
Florence,35.6,36.96,WI,TRUE
Fond du Lac,44.45,30.91,WI,FALSE
Forest,31.89,43.59,WI,TRUE
Grant,33.16,38.49,WI,TRUE
Green,34.46,38.55,WI,TRUE
Green Lake,40.85,29.06,WI,FALSE
Iowa,32.39,44.01,WI,TRUE
Iron,32.72,45.28,WI,TRUE
Jackson,31.41,43.73,WI,TRUE
Jefferson,39.85,35.34,WI,FALSE
Juneau,36.85,38,WI,TRUE
Kenosha,32.11,44.21,WI,TRUE
Kewaunee,34.4,39.03,WI,TRUE
La Crosse,36.14,43.69,WI,TRUE
Lafayette,32.85,39.99,WI,TRUE
Langlade,38.74,36.15,WI,FALSE
Lincoln,32.48,39.82,WI,TRUE
Manitowoc,33.94,38.54,WI,TRUE
Marathon,36.51,37.44,WI,TRUE
Marinette,37.85,36.15,WI,FALSE
Marquette,34.55,37.69,WI,TRUE
Menominee,21.03,59.57,WI,TRUE
Milwaukee,32.51,50.6,WI,TRUE
Monroe,36.41,38.24,WI,TRUE
Oconto,35.59,36.7,WI,TRUE
Oneida,35.94,38.26,WI,TRUE
Outagamie,41.65,32.55,WI,FALSE
Ozaukee,53.15,27.68,WI,FALSE
Pepin,30.74,46.84,WI,TRUE
Pierce,28.05,45.3,WI,TRUE
Polk,30.14,42.86,WI,TRUE
Portage,32.37,46.13,WI,TRUE
Price,31.04,41.81,WI,TRUE
Racine,36.79,39.71,WI,TRUE
Richland,36.81,40.49,WI,TRUE
Rock,31.79,45.13,WI,TRUE
Rusk,30.5,42.37,WI,TRUE
Sauk,37.94,38.97,WI,TRUE
Sawyer,36.09,37.96,WI,TRUE
Shawano,40.4,33.77,WI,FALSE
Sheboygan,41.29,37.7,WI,FALSE
St. Croix,31.6,40.04,WI,TRUE
Taylor,36.49,35.31,WI,FALSE
Trempealeau,27.49,47.79,WI,TRUE
Vernon,32.02,44.61,WI,TRUE
Vilas,40.99,33.42,WI,FALSE
Walworth,42.74,32.14,WI,FALSE
Washburn,33.65,40.07,WI,TRUE
Washington,45.41,26.64,WI,FALSE
Waukesha,51.04,28.06,WI,FALSE
Waupaca,44.27,28.78,WI,FALSE
Waushara,39.16,32.94,WI,FALSE
Winnebago,43.56,35.19,WI,FALSE
Wood,37.99,36.25,WI,FALSE
Costilla,20.88,67.31,CO,TRUE
Las Animas,26.47,58.56,CO,TRUE
Denver,25.5,56.13,CO,TRUE
Pitkin,22.57,51.14,CO,TRUE
San Miguel,23.58,51.82,CO,TRUE
Lake,20.7,48.79,CO,TRUE
Pueblo,28.56,53.62,CO,TRUE
Boulder,26.47,50.93,CO,TRUE
Huerfano,29.62,52.92,CO,TRUE
Conejos,33.48,49.21,CO,TRUE
Saguache,31.05,46.5,CO,TRUE
Gilpin,26.26,41.27,CO,TRUE
Adams,29.93,44,CO,TRUE
Summit,26.95,39.95,CO,TRUE
Gunnison,28.86,41.48,CO,TRUE
Routt,28.89,39.06,CO,TRUE
Bent,33.63,43.64,CO,TRUE
Clear Creek,30.4,39.1,CO,TRUE
Alamosa,34.05,41.76,CO,TRUE
Eagle,28.49,35.57,CO,TRUE
San Juan,26.05,32.45,CO,TRUE
Garfield,31.51,36.36,CO,TRUE
Otero,37.53,41.92,CO,TRUE
Mineral,35.41,38.08,CO,TRUE
La Plata,35.37,37.87,CO,TRUE
Larimer,36.12,38.36,CO,TRUE
Jefferson,37.05,36.22,CO,FALSE
Grand,35.85,34.12,CO,FALSE
Chaffee,38.51,36.36,CO,FALSE
Crowley,41.29,39.09,CO,FALSE
Arapahoe,39.26,36.21,CO,FALSE
Weld,38.79,35.71,CO,FALSE
Fremont,39.4,35.4,CO,FALSE
Sedgwick,39.01,34.64,CO,FALSE
Park,35.78,30.57,CO,FALSE
Mesa,41.23,34.41,CO,FALSE
Hinsdale,39.5,31.72,CO,FALSE
Morgan,41.7,33.43,CO,FALSE
Moffat,35.51,27.2,CO,FALSE
Logan,40.98,32.57,CO,FALSE
Rio Grande,42.51,34,CO,FALSE
Dolores,37.23,28.61,CO,FALSE
Delta,41.54,32.63,CO,FALSE
Montrose,41.35,31.67,CO,FALSE
Prowers,44.1,32.92,CO,FALSE
Montezuma,40.9,29.72,CO,FALSE
Ouray,41.25,29.12,CO,FALSE
Archuleta,44.11,29.08,CO,FALSE
Rio Blanco,43.19,27.3,CO,FALSE
Phillips,46.68,30.05,CO,FALSE
Yuma,44.82,28.17,CO,FALSE
Teller,44.11,27.09,CO,FALSE
Kiowa,45.83,28.16,CO,FALSE
Lincoln,46.79,27.75,CO,FALSE
Elbert,43.71,24.52,CO,FALSE
Baca,47.29,27.69,CO,FALSE
Jackson,43.69,22.36,CO,FALSE
Douglas,46.41,24.94,CO,FALSE
Custer,47.35,24.95,CO,FALSE
Washington,48.45,25.26,CO,FALSE
Kit Carson,49.23,25.29,CO,FALSE
El Paso,51.47,27.41,CO,FALSE
Cheyenne,50.74,24.83,CO,FALSE
Taos,21.16,66.01,NM,TRUE
Rio Arriba,23.22,67.86,NM,TRUE
San Miguel,23.26,65.9,NM,TRUE
Santa Fe,22.56,63.35,NM,TRUE
Mora,27.59,64.23,NM,TRUE
McKinley,30.39,60.56,NM,TRUE
Grant,28.38,54.52,NM,TRUE
Guadalupe,32.87,58.28,NM,TRUE
Cibola,32.64,53.06,NM,TRUE
Colfax,33.09,49.87,NM,TRUE
Socorro,35.91,47.77,NM,TRUE
Sandoval,36.02,46.45,NM,TRUE
Doña Ana,36.88,44.99,NM,TRUE
Luna,34.53,42.04,NM,TRUE
Valencia,37.6,44.7,NM,TRUE
Bernalillo,38.52,45.27,NM,TRUE
Hidalgo,37.62,42.98,NM,TRUE
Sierra,35.36,40.09,NM,TRUE
Eddy,40.18,40.7,NM,TRUE
Quay,41.01,40.99,NM,FALSE
Torrance,40,39.88,NM,FALSE
Los Alamos,40.59,36.62,NM,FALSE
De Baca,44.39,38.06,NM,FALSE
Harding,46.02,39.53,NM,FALSE
San Juan,44.3,37.32,NM,FALSE
Otero,46.17,33.19,NM,FALSE
Chaves,46.95,33.65,NM,FALSE
Roosevelt,49.36,33.35,NM,FALSE
Lincoln,45.57,29.54,NM,FALSE
Lea,48.56,30.94,NM,FALSE
Catron,49.65,29.94,NM,FALSE
Union,52.59,27.99,NM,FALSE
Curry,54.07,29.28,NM,FALSE
Providence,27.5,49.5,RI,TRUE
Bristol,32.9,45.8,RI,TRUE
